tenure,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_method,internet_service,churn
55,82.17,4197.66,3,0.0,Month-to-month,Mailed check,DSL,1
13,87.09,1088.33,3,7.0,One year,Electronic check,Fiber optic,1
51,65.48,3194.42,4,5.0,Two year,Mailed check,No,0
61,48.79,3080.2,7,2.0,Month-to-month,Credit card,Fiber optic,1
13,26.43,306.78,3,5.0,Month-to-month,Mailed check,DSL,1
55,55.02,3133.93,2,10.0,Month-to-month,Electronic check,DSL,0
26,37.61,837.31,4,2.0,One year,Mailed check,Fiber optic,1
57,86.21,4932.84,7,9.0,Month-to-month,Mailed check,Fiber optic,1
35,107.9,3904.65,6,0.0,One year,Bank transfer,DSL,1
58,50.28,2708.63,4,7.0,Month-to-month,Bank transfer,DSL,0
11,53.29,506.83,6,0.0,One year,Mailed check,Fiber optic,0
29,87.04,2551.76,1,0.0,One year,Electronic check,Fiber optic,1
20,34.93,711.58,6,0.0,Month-to-month,Mailed check,DSL,0
18,112.94,1864.7,1,8.0,Two year,Electronic check,Fiber optic,1
23,56.38,1236.73,3,6.0,Two year,Bank transfer,Fiber optic,0
28,30.12,853.39,3,7.0,Month-to-month,Mailed check,DSL,1
10,37.47,332.89,5,1.0,Two year,Mailed check,DSL,1
51,113.27,5636.94,2,10.0,Two year,Bank transfer,No,1
40,44.71,1674.17,2,8.0,Month-to-month,Credit card,No,1
60,86.23,4578.21,7,5.0,One year,Mailed check,DSL,0
51,35.62,1846.21,4,9.0,One year,Bank transfer,No,0
11,39.41,396.63,6,1.0,One year,Bank transfer,Fiber optic,1
6,107.92,,5,3.0,Two year,Bank transfer,No,0
31,34.8,1039.73,5,0.0,Month-to-month,Mailed check,No,0
35,21.88,729.73,5,1.0,Month-to-month,Electronic check,Fiber optic,1
18,70.12,1179.69,5,,Month-to-month,Electronic check,Fiber optic,1
57,106.27,5634.19,7,4.0,One year,Electronic check,DSL,1
42,52.6,2239.23,6,7.0,Month-to-month,Electronic check,Fiber optic,0
54,32.82,1746.58,3,9.0,Month-to-month,Credit card,Fiber optic,0
8,118.22,950.24,2,8.0,Month-to-month,Electronic check,Fiber optic,0
59,87.67,4832.26,6,4.0,One year,Credit card,DSL,0
15,105.07,,3,3.0,Month-to-month,Credit card,No,1
33,95.21,2725.23,3,1.0,Month-to-month,Electronic check,No,1
32,89.82,2889.56,1,9.0,Month-to-month,Mailed check,DSL,1
60,58.46,3272.78,4,10.0,Month-to-month,Mailed check,Fiber optic,1
20,52.43,998.1,4,5.0,Month-to-month,Mailed check,No,1
18,91.7,1557.95,6,5.0,Month-to-month,Mailed check,Fiber optic,1
25,91.67,2145.6,6,9.0,One year,Mailed check,No,0
26,115.06,2952.01,6,3.0,Month-to-month,Bank transfer,Fiber optic,1
14,76.87,1045.77,4,4.0,Month-to-month,Mailed check,DSL,1
13,49.46,671.54,7,9.0,One year,Electronic check,Fiber optic,0
17,68.95,1028.89,7,4.0,Month-to-month,Mailed check,Fiber optic,1
34,81.37,2668.93,6,10.0,Month-to-month,Credit card,DSL,1
25,62.67,1351.55,3,1.0,Month-to-month,Credit card,Fiber optic,1
29,99.11,2907.48,2,5.0,Month-to-month,Electronic check,Fiber optic,1
52,78.46,3970.83,1,5.0,Month-to-month,Bank transfer,Fiber optic,1
18,20.94,352.67,7,3.0,Two year,Credit card,Fiber optic,1
66,76.98,5133.76,6,10.0,Month-to-month,Electronic check,Fiber optic,1
55,83.36,4314.3,7,5.0,One year,Electronic check,Fiber optic,1
13,111.53,1298.46,6,,Two year,Electronic check,Fiber optic,1
23,61.37,1333.17,4,2.0,Month-to-month,Mailed check,DSL,0
14,77.45,937.02,2,3.0,One year,Credit card,No,1
20,67.5,,1,5.0,Month-to-month,Mailed check,No,1
27,73.17,1968.07,6,6.0,One year,Mailed check,Fiber optic,1
10,26.73,267.85,3,2.0,Two year,Mailed check,Fiber optic,1
2,109.73,,3,3.0,Month-to-month,Mailed check,No,1
32,111.04,3582.82,6,,Two year,Credit card,DSL,1
51,74.81,3572.54,4,3.0,Month-to-month,Electronic check,DSL,1
22,75.66,1454.34,7,8.0,One year,Mailed check,DSL,0
62,25.76,1476.81,4,5.0,Month-to-month,Bank transfer,Fiber optic,0
27,79.8,2233.93,6,10.0,Month-to-month,Electronic check,DSL,0
65,62.92,4252.65,1,2.0,Month-to-month,Electronic check,Fiber optic,1
17,90.9,1550.82,3,9.0,Two year,Credit card,Fiber optic,1
39,24.71,858.54,2,5.0,One year,Mailed check,DSL,1
55,91.09,4453.29,1,0.0,Two year,Electronic check,Fiber optic,0
5,48.69,249.77,7,7.0,Month-to-month,Mailed check,DSL,1
67,85.17,5012.4,4,2.0,Month-to-month,Electronic check,Fiber optic,1
27,82.71,2159.09,3,1.0,Month-to-month,Electronic check,DSL,0
36,42.68,1422.24,3,5.0,Month-to-month,Electronic check,DSL,1
46,64.05,2682.32,2,8.0,Month-to-month,Bank transfer,DSL,0
47,103.56,4796.63,1,2.0,Two year,Mailed check,Fiber optic,0
2,80.56,167.87,7,6.0,Two year,Mailed check,DSL,1
63,26.87,1702.17,1,0.0,Month-to-month,Credit card,Fiber optic,1
45,64.29,2740.39,3,2.0,Month-to-month,Mailed check,No,1
72,51.18,3457.02,2,8.0,One year,Electronic check,Fiber optic,1
34,84.16,2951.67,7,0.0,One year,Electronic check,DSL,0
45,81.46,3539.68,2,3.0,One year,Bank transfer,Fiber optic,0
32,21.04,639.16,3,5.0,Month-to-month,Bank transfer,DSL,1
65,80.77,5179.53,6,0.0,Month-to-month,Mailed check,No,1
60,93.48,5033.51,4,10.0,Month-to-month,Electronic check,Fiber optic,1
66,96.87,5515.9,3,5.0,Two year,Electronic check,Fiber optic,0
37,25.9,,4,3.0,One year,Mailed check,DSL,0
57,50.37,2789.13,4,10.0,Two year,Bank transfer,Fiber optic,1
26,62.13,1426.34,3,6.0,Month-to-month,Bank transfer,Fiber optic,1
34,37.98,,5,7.0,Month-to-month,Bank transfer,DSL,1
55,62.07,,3,0.0,Month-to-month,Electronic check,Fiber optic,1
6,27.11,158.9,7,1.0,Two year,Bank transfer,DSL,1
52,31.32,1591.54,4,0.0,Month-to-month,Credit card,No,1
2,86.87,150.19,6,5.0,One year,Electronic check,No,1
42,46.26,2028.02,2,9.0,Month-to-month,Bank transfer,DSL,1
35,91.14,3280.99,5,9.0,Month-to-month,Electronic check,DSL,1
34,24.81,809.42,4,6.0,Month-to-month,Credit card,Fiber optic,0
36,76.27,2503.76,6,0.0,Month-to-month,Bank transfer,No,1
36,59.14,,4,6.0,Two year,Bank transfer,DSL,0
30,99.7,3040.87,6,7.0,Two year,Bank transfer,DSL,1
33,98.4,3270.66,1,6.0,One year,Bank transfer,Fiber optic,0
41,57.56,2467.12,5,,Month-to-month,Mailed check,DSL,1
55,82.27,4422.46,6,6.0,One year,Credit card,DSL,0
40,42.75,1563.36,4,7.0,Month-to-month,Electronic check,Fiber optic,0
47,78.04,3482.97,1,5.0,Two year,Credit card,Fiber optic,1
61,28.13,1738.69,4,1.0,One year,Credit card,Fiber optic,0
72,63.46,4126.23,6,0.0,Month-to-month,Credit card,DSL,0
8,38.27,274.41,4,9.0,Month-to-month,Electronic check,Fiber optic,1
52,108.34,5605.33,1,4.0,Month-to-month,Mailed check,Fiber optic,1
17,64.49,1029.33,3,3.0,Month-to-month,Bank transfer,Fiber optic,1
15,79.08,1201.99,7,3.0,Two year,Bank transfer,No,0
58,56.04,2856.18,2,0.0,One year,Bank transfer,DSL,1
5,48.87,224.1,4,10.0,Month-to-month,Bank transfer,Fiber optic,1
62,40.29,2257.22,3,0.0,Month-to-month,Electronic check,No,0
56,111.19,6161.72,5,2.0,One year,Credit card,DSL,0
72,99.95,7209.83,3,5.0,Month-to-month,Mailed check,No,1
49,33.33,1537.14,3,3.0,Month-to-month,Credit card,Fiber optic,1
63,94.67,5639.79,5,0.0,One year,Bank transfer,DSL,0
9,61.85,487.85,5,3.0,Month-to-month,Bank transfer,DSL,0
65,21.54,1386.61,4,8.0,Month-to-month,Bank transfer,DSL,0
12,72.84,916.44,2,2.0,Month-to-month,Credit card,No,1
23,33.0,,1,9.0,Month-to-month,Credit card,No,1
10,40.99,366.71,5,3.0,Two year,Bank transfer,Fiber optic,1
29,89.6,,3,0.0,Two year,Bank transfer,DSL,1
54,45.71,2243.7,5,,Two year,Electronic check,Fiber optic,1
20,109.19,1869.41,3,8.0,Two year,Electronic check,Fiber optic,1
60,85.72,4556.69,6,4.0,Month-to-month,Bank transfer,DSL,1
44,103.23,3954.0,5,10.0,Month-to-month,Mailed check,DSL,1
46,81.52,3334.38,3,8.0,One year,Mailed check,Fiber optic,0
68,106.88,7334.13,3,0.0,Month-to-month,Bank transfer,Fiber optic,0
32,56.17,1633.09,6,3.0,Two year,Electronic check,Fiber optic,0
25,74.91,1875.39,1,7.0,Month-to-month,Mailed check,Fiber optic,1
72,71.59,5359.49,1,0.0,Month-to-month,Electronic check,DSL,0
41,110.38,4366.53,1,10.0,One year,Credit card,DSL,1
45,36.49,1555.16,3,1.0,Two year,Bank transfer,Fiber optic,0
22,77.81,1711.86,4,8.0,One year,Electronic check,Fiber optic,1
16,95.44,1327.64,3,9.0,One year,Bank transfer,DSL,0
13,57.0,693.31,2,5.0,Month-to-month,Electronic check,No,1
17,106.76,1723.75,3,8.0,One year,Credit card,Fiber optic,0
15,57.3,873.43,4,9.0,One year,Electronic check,DSL,0
54,37.33,2041.71,3,8.0,Month-to-month,Mailed check,DSL,0
5,78.4,399.7,5,7.0,One year,Credit card,No,0
46,62.06,2825.0,3,4.0,Month-to-month,Bank transfer,Fiber optic,1
69,21.52,1419.71,7,3.0,Month-to-month,Bank transfer,DSL,0
56,26.98,1534.41,7,9.0,Two year,Bank transfer,Fiber optic,1
30,39.53,1215.14,5,2.0,Month-to-month,Bank transfer,DSL,0
5,96.93,458.53,4,,One year,Electronic check,Fiber optic,1
61,109.2,6975.16,1,5.0,Month-to-month,Mailed check,Fiber optic,1
1,74.56,76.42,5,4.0,Two year,Credit card,No,1
50,30.56,1454.8,3,,Month-to-month,Credit card,Fiber optic,0
49,73.44,3108.64,3,6.0,Month-to-month,Bank transfer,Fiber optic,1
14,105.56,1322.52,6,,Two year,Credit card,DSL,1
54,94.95,5154.37,1,10.0,One year,Credit card,No,0
13,49.11,556.86,2,1.0,Month-to-month,Mailed check,DSL,1
17,32.39,519.77,6,4.0,Month-to-month,Bank transfer,DSL,1
59,110.07,6305.61,7,9.0,Month-to-month,Credit card,No,1
71,105.41,7676.22,4,5.0,Two year,Electronic check,No,0
20,25.37,517.26,4,7.0,One year,Credit card,Fiber optic,0
67,102.37,6878.38,7,7.0,Two year,Mailed check,Fiber optic,0
66,29.72,1827.23,1,3.0,Two year,Mailed check,DSL,1
56,26.33,1295.26,4,8.0,Month-to-month,Mailed check,Fiber optic,1
11,95.86,1037.51,2,2.0,One year,Mailed check,DSL,1
22,73.63,1435.61,4,8.0,One year,Mailed check,DSL,1
49,61.45,2897.42,7,1.0,Two year,Bank transfer,Fiber optic,0
72,110.39,8314.77,5,7.0,One year,Credit card,No,0
59,103.93,5886.98,7,1.0,Month-to-month,Mailed check,No,1
31,25.76,781.88,4,9.0,Two year,Electronic check,No,0
17,81.61,1367.27,7,6.0,One year,Credit card,Fiber optic,1
70,97.23,6915.53,2,0.0,Two year,Mailed check,DSL,0
20,75.05,1406.43,3,1.0,Month-to-month,Bank transfer,DSL,1
25,118.3,2808.15,2,2.0,Month-to-month,Mailed check,Fiber optic,1
70,88.6,5489.98,6,10.0,One year,Electronic check,DSL,1
41,30.41,1213.07,4,6.0,One year,Mailed check,Fiber optic,0
20,39.83,724.23,2,3.0,Month-to-month,Mailed check,Fiber optic,1
1,102.62,97.65,2,3.0,Month-to-month,Credit card,No,1
31,119.68,3722.37,3,0.0,One year,Bank transfer,Fiber optic,0
71,29.83,1807.68,2,2.0,Two year,Bank transfer,Fiber optic,0
32,30.03,925.2,5,9.0,Month-to-month,Electronic check,Fiber optic,1
51,96.34,4346.78,6,6.0,Month-to-month,Electronic check,Fiber optic,1
19,26.44,455.08,7,4.0,Month-to-month,Mailed check,DSL,0
56,26.86,1288.98,2,0.0,Month-to-month,Credit card,Fiber optic,1
56,108.88,5389.34,4,3.0,Month-to-month,Electronic check,Fiber optic,1
44,100.04,4610.08,4,4.0,Month-to-month,Credit card,DSL,1
56,108.16,6358.02,4,1.0,One year,Credit card,Fiber optic,0
42,85.05,3550.56,4,6.0,Month-to-month,Mailed check,No,1
28,52.25,1422.58,2,7.0,Month-to-month,Electronic check,DSL,1
54,110.63,6006.29,1,10.0,Two year,Electronic check,Fiber optic,1
61,49.87,3131.24,3,3.0,Month-to-month,Electronic check,DSL,1
61,47.55,2766.72,1,3.0,One year,Credit card,Fiber optic,1
16,108.64,1489.77,1,9.0,Month-to-month,Credit card,No,1
49,88.08,4280.87,4,3.0,Two year,Bank transfer,DSL,0
1,109.57,,7,6.0,Two year,Electronic check,No,0
42,35.59,1347.71,4,8.0,Month-to-month,Credit card,No,1
42,115.23,4562.31,1,9.0,One year,Bank transfer,DSL,0
27,81.27,2023.69,6,3.0,One year,Credit card,Fiber optic,1
72,86.8,5800.21,5,6.0,Month-to-month,Mailed check,No,0
64,111.41,7089.46,3,1.0,One year,Electronic check,No,1
3,58.08,161.29,2,8.0,Month-to-month,Credit card,Fiber optic,1
16,91.96,1527.59,7,0.0,Month-to-month,Electronic check,DSL,1
15,84.03,,4,,Two year,Electronic check,DSL,1
65,98.78,5493.1,1,2.0,Month-to-month,Electronic check,DSL,0
38,109.69,4225.37,2,5.0,Month-to-month,Electronic check,Fiber optic,1
53,88.01,4685.85,2,0.0,Month-to-month,Bank transfer,Fiber optic,1
59,26.76,1505.11,3,7.0,Two year,Electronic check,Fiber optic,1
56,38.31,2036.73,3,5.0,Month-to-month,Credit card,Fiber optic,1
7,115.4,821.62,4,,Month-to-month,Credit card,DSL,0
11,116.87,1201.95,3,3.0,One year,Electronic check,No,0
29,116.74,2985.61,5,0.0,One year,Credit card,DSL,0
25,23.68,540.25,4,6.0,Month-to-month,Electronic check,DSL,1
54,58.24,2840.03,7,7.0,Two year,Mailed check,No,0
12,95.97,,6,7.0,Month-to-month,Bank transfer,DSL,1
27,95.29,2278.95,3,2.0,One year,Electronic check,DSL,0
18,28.59,503.79,1,7.0,One year,Electronic check,No,1
14,80.95,1068.92,5,5.0,Month-to-month,Electronic check,No,1
13,34.29,453.76,3,2.0,Two year,Bank transfer,No,1
15,69.32,984.69,7,1.0,One year,Electronic check,DSL,0
41,43.97,1867.6,3,3.0,Month-to-month,Electronic check,DSL,1
30,25.32,782.46,3,0.0,Month-to-month,Electronic check,DSL,1
32,28.0,794.8,3,7.0,Month-to-month,Credit card,DSL,1
35,111.09,3838.51,7,0.0,Two year,Credit card,No,0
54,94.46,4554.67,1,0.0,Month-to-month,Credit card,DSL,1
63,113.18,,7,1.0,Two year,Electronic check,Fiber optic,0
38,67.0,2487.81,2,3.0,Month-to-month,Mailed check,DSL,1
47,61.33,2619.69,6,0.0,Two year,Credit card,Fiber optic,0
54,55.84,2713.3,4,6.0,Two year,Bank transfer,DSL,1
50,81.63,3819.94,4,1.0,Month-to-month,Electronic check,DSL,1
10,55.16,557.2,2,,Month-to-month,Electronic check,DSL,1
71,94.63,6780.76,6,6.0,Two year,Credit card,No,0
12,100.13,1029.35,5,0.0,Month-to-month,Credit card,Fiber optic,1
30,107.58,2938.41,4,4.0,Month-to-month,Mailed check,Fiber optic,1
47,44.28,1944.99,4,1.0,Two year,Electronic check,DSL,1
30,72.7,2109.28,5,10.0,Two year,Electronic check,Fiber optic,0
18,42.34,670.59,4,6.0,One year,Electronic check,Fiber optic,1
67,23.76,1459.88,7,8.0,Two year,Credit card,Fiber optic,0
6,90.78,559.45,1,4.0,One year,Credit card,Fiber optic,1
18,74.9,1274.47,2,1.0,One year,Mailed check,No,0
72,92.39,6644.29,6,2.0,Month-to-month,Credit card,No,1
53,28.76,,6,4.0,One year,Credit card,No,0
7,119.55,789.15,3,8.0,One year,Credit card,Fiber optic,0
55,119.43,6400.39,4,4.0,One year,Credit card,DSL,0
70,66.5,4198.22,1,10.0,Two year,Bank transfer,DSL,1
8,106.61,767.56,2,3.0,Month-to-month,Credit card,DSL,1
30,44.36,1394.51,7,2.0,One year,Bank transfer,DSL,0
34,93.76,3263.71,5,,Month-to-month,Credit card,Fiber optic,1
10,107.92,1076.56,1,1.0,Month-to-month,Mailed check,Fiber optic,1
15,101.47,1335.49,6,7.0,Month-to-month,Electronic check,Fiber optic,0
13,101.18,1125.99,3,1.0,Two year,Bank transfer,Fiber optic,0
14,66.3,821.53,4,7.0,Month-to-month,Mailed check,No,1
30,102.0,3174.89,6,4.0,One year,Mailed check,DSL,1
34,89.07,3068.53,6,3.0,One year,Bank transfer,DSL,0
18,33.25,571.34,1,6.0,Two year,Bank transfer,Fiber optic,0
21,31.42,,3,7.0,One year,Mailed check,Fiber optic,1
14,97.19,1196.45,2,,Month-to-month,Electronic check,Fiber optic,1
58,82.55,,7,3.0,Month-to-month,Bank transfer,No,0
16,71.94,1020.56,6,8.0,One year,Mailed check,DSL,0
66,110.73,6659.84,5,9.0,Month-to-month,Electronic check,Fiber optic,1
39,85.96,3479.92,1,10.0,Month-to-month,Electronic check,No,0
58,59.61,,6,10.0,Month-to-month,Bank transfer,Fiber optic,1
46,61.39,2457.84,4,8.0,Month-to-month,Mailed check,Fiber optic,0
20,80.52,1449.21,2,3.0,Two year,Mailed check,DSL,1
44,96.03,4093.92,4,7.0,Two year,Electronic check,DSL,1
20,76.44,1318.24,4,8.0,One year,Electronic check,DSL,0
9,70.88,612.41,3,3.0,Month-to-month,Bank transfer,Fiber optic,1
19,92.69,1702.81,7,8.0,Two year,Credit card,Fiber optic,1
20,90.53,1644.38,7,7.0,One year,Mailed check,No,0
10,103.03,936.16,1,5.0,Two year,Credit card,Fiber optic,1
2,26.26,47.05,7,9.0,Month-to-month,Bank transfer,DSL,1
68,95.5,6735.16,3,,Month-to-month,Mailed check,No,1
37,71.38,2450.31,6,7.0,One year,Bank transfer,DSL,0
29,27.47,770.38,6,8.0,Two year,Electronic check,Fiber optic,0
67,87.9,,5,0.0,Month-to-month,Mailed check,DSL,1
17,91.65,1543.3,6,4.0,Month-to-month,Bank transfer,Fiber optic,1
30,72.36,1889.22,5,5.0,One year,Credit card,No,1
61,99.38,5239.71,6,2.0,Two year,Electronic check,DSL,0
46,50.02,2298.29,3,9.0,One year,Credit card,Fiber optic,0
29,40.19,1160.07,6,6.0,Two year,Bank transfer,Fiber optic,0
19,55.07,944.84,7,3.0,One year,Electronic check,DSL,0
3,61.01,168.57,7,4.0,Two year,Credit card,DSL,1
7,89.59,653.13,2,1.0,Month-to-month,Credit card,Fiber optic,1
12,104.55,1092.59,4,0.0,Month-to-month,Mailed check,DSL,1
57,92.09,4654.03,4,8.0,One year,Electronic check,DSL,1
47,37.4,1645.31,5,10.0,One year,Mailed check,Fiber optic,1
32,56.62,1642.29,5,3.0,Month-to-month,Credit card,Fiber optic,1
57,35.84,2001.62,6,2.0,Month-to-month,Electronic check,DSL,0
12,88.67,1051.4,4,7.0,One year,Mailed check,No,1
16,44.82,,5,5.0,Two year,Mailed check,No,0
29,72.54,2045.26,7,1.0,Month-to-month,Electronic check,No,1
67,99.18,6224.32,1,7.0,Two year,Bank transfer,Fiber optic,0
45,87.09,3927.19,5,2.0,Month-to-month,Credit card,DSL,1
62,49.84,2652.59,3,1.0,Month-to-month,Electronic check,DSL,1
18,53.29,875.36,7,5.0,Month-to-month,Credit card,No,1
62,85.34,5221.69,4,8.0,Month-to-month,Credit card,No,1
6,74.95,411.89,5,5.0,Month-to-month,Credit card,Fiber optic,1
17,29.64,436.21,6,7.0,One year,Bank transfer,Fiber optic,0
38,107.4,3750.63,2,2.0,One year,Mailed check,Fiber optic,1
4,71.26,282.84,4,5.0,Month-to-month,Electronic check,Fiber optic,1
62,67.34,3650.68,6,7.0,Two year,Credit card,DSL,0
63,39.84,2497.19,6,5.0,Two year,Bank transfer,Fiber optic,0
39,57.7,2261.76,2,2.0,Month-to-month,Mailed check,Fiber optic,1
23,53.28,1197.33,6,10.0,Month-to-month,Mailed check,Fiber optic,1
8,47.07,338.47,2,0.0,Month-to-month,Electronic check,Fiber optic,0
45,76.74,3491.49,2,10.0,One year,Mailed check,Fiber optic,0
39,66.23,2306.3,6,7.0,Month-to-month,Credit card,DSL,1
55,108.92,6177.29,5,1.0,One year,Bank transfer,DSL,1
44,114.13,4978.18,4,2.0,One year,Mailed check,DSL,0
10,41.95,361.17,4,4.0,One year,Electronic check,DSL,1
9,30.01,272.75,7,10.0,Month-to-month,Mailed check,DSL,1
57,98.53,5342.63,2,5.0,Month-to-month,Electronic check,Fiber optic,1
12,119.49,1348.61,3,2.0,Month-to-month,Mailed check,Fiber optic,1
68,106.36,6755.88,4,10.0,Two year,Electronic check,Fiber optic,0
8,22.37,173.83,6,1.0,One year,Credit card,Fiber optic,1
53,45.13,2379.73,4,8.0,One year,Electronic check,Fiber optic,0
71,24.33,1777.86,6,9.0,One year,Electronic check,DSL,1
32,102.08,2954.89,6,4.0,Month-to-month,Bank transfer,Fiber optic,1
5,78.14,381.38,7,0.0,Month-to-month,Mailed check,DSL,0
64,71.37,4509.53,4,,Month-to-month,Credit card,DSL,1
14,75.44,1040.27,4,10.0,Month-to-month,Mailed check,Fiber optic,1
38,45.25,,1,4.0,Month-to-month,Bank transfer,No,1
71,80.16,5282.75,1,2.0,Month-to-month,Credit card,DSL,0
54,23.07,1248.86,4,2.0,One year,Credit card,Fiber optic,0
4,84.6,307.94,6,1.0,Month-to-month,Credit card,DSL,1
60,93.44,4998.73,6,6.0,Month-to-month,Bank transfer,DSL,1
12,87.3,1004.82,3,5.0,Month-to-month,Credit card,No,1
54,53.21,2596.13,4,3.0,Month-to-month,Mailed check,Fiber optic,1
45,102.63,3956.29,6,7.0,Month-to-month,Credit card,Fiber optic,1
21,91.55,1654.0,3,6.0,Month-to-month,Credit card,No,1
31,32.83,1006.54,2,0.0,Month-to-month,Mailed check,Fiber optic,1
9,39.51,371.46,7,4.0,Two year,Electronic check,DSL,1
72,83.71,5671.14,4,9.0,Month-to-month,Bank transfer,Fiber optic,1
18,48.94,774.69,2,,Month-to-month,Electronic check,Fiber optic,1
23,31.94,744.62,2,9.0,Month-to-month,Electronic check,Fiber optic,1
37,35.5,1185.15,3,10.0,Month-to-month,Credit card,Fiber optic,1
49,36.56,1879.45,2,0.0,One year,Bank transfer,Fiber optic,0
37,67.78,2414.2,4,2.0,Month-to-month,Bank transfer,DSL,1
37,80.74,2678.27,6,5.0,Two year,Credit card,Fiber optic,1
42,37.64,1500.57,6,5.0,Two year,Credit card,DSL,0
62,91.25,5188.36,7,8.0,One year,Credit card,DSL,0
29,48.1,1403.12,6,7.0,Month-to-month,Electronic check,Fiber optic,1
60,51.16,2674.12,3,7.0,Month-to-month,Mailed check,Fiber optic,1
57,42.35,2465.61,1,1.0,Month-to-month,Credit card,No,1
70,98.52,6920.31,2,7.0,One year,Electronic check,Fiber optic,0
66,115.98,7825.17,6,8.0,Month-to-month,Electronic check,Fiber optic,1
58,69.25,4132.97,3,8.0,One year,Bank transfer,DSL,1
18,24.2,390.28,6,6.0,Month-to-month,Mailed check,Fiber optic,1
56,46.06,2461.23,4,0.0,Month-to-month,Electronic check,DSL,0
54,35.81,1972.38,7,1.0,Month-to-month,Credit card,Fiber optic,1
21,104.28,2026.68,4,8.0,Month-to-month,Mailed check,Fiber optic,1
49,28.49,1203.47,7,9.0,One year,Mailed check,DSL,0
19,116.65,2013.17,2,9.0,One year,Bank transfer,No,0
38,78.85,2691.83,6,4.0,Month-to-month,Bank transfer,Fiber optic,1
58,71.77,4262.62,4,6.0,Month-to-month,Mailed check,Fiber optic,1
14,104.74,,2,1.0,Two year,Credit card,Fiber optic,1
25,22.75,561.19,2,6.0,Month-to-month,Mailed check,Fiber optic,1
58,97.72,5908.21,3,2.0,One year,Credit card,Fiber optic,0
33,31.66,950.58,2,8.0,Month-to-month,Credit card,DSL,1
70,104.08,7301.92,7,8.0,One year,Electronic check,No,0
1,72.92,62.31,2,,One year,Credit card,Fiber optic,0
52,26.11,1182.33,5,10.0,Month-to-month,Electronic check,Fiber optic,0
59,103.32,5378.84,4,8.0,Month-to-month,Mailed check,Fiber optic,1
67,22.73,1389.63,4,4.0,Month-to-month,Credit card,DSL,1
12,33.84,377.9,5,4.0,Month-to-month,Electronic check,Fiber optic,1
71,99.78,6697.6,7,0.0,One year,Bank transfer,Fiber optic,0
29,66.49,1733.59,7,10.0,Month-to-month,Credit card,No,1
26,108.14,2427.13,7,1.0,Month-to-month,Mailed check,DSL,1
26,83.54,2140.56,4,10.0,Two year,Electronic check,Fiber optic,1
46,82.35,3237.81,6,7.0,Two year,Electronic check,No,0
48,49.22,2390.66,2,10.0,Month-to-month,Bank transfer,No,1
35,33.37,1209.8,7,4.0,One year,Electronic check,Fiber optic,0
6,116.12,691.2,2,9.0,Month-to-month,Electronic check,Fiber optic,1
72,30.48,2126.95,1,4.0,One year,Credit card,Fiber optic,0
16,72.9,,6,3.0,Month-to-month,Bank transfer,DSL,1
7,47.26,324.35,6,3.0,One year,Mailed check,Fiber optic,1
44,46.41,2116.25,1,10.0,Month-to-month,Electronic check,Fiber optic,1
30,79.46,2485.97,7,5.0,Month-to-month,Credit card,DSL,1
45,99.79,4200.2,1,5.0,Two year,Bank transfer,Fiber optic,1
64,97.72,,1,7.0,Month-to-month,Electronic check,DSL,1
8,106.88,,7,6.0,Month-to-month,Credit card,Fiber optic,1
21,49.29,880.04,2,5.0,Month-to-month,Electronic check,Fiber optic,1
38,66.58,2417.21,2,4.0,One year,Bank transfer,No,1
57,20.93,1169.84,6,1.0,Month-to-month,Bank transfer,DSL,1
44,94.69,4139.03,5,10.0,One year,Mailed check,DSL,0
28,50.23,1299.21,4,5.0,Month-to-month,Credit card,Fiber optic,0
